Timestamp, Sequence Number, SubPoint Number, Vertix Number, Comment, X, Y, Intended X, Intended Y, Scan Velocity, Laser State, Laser Rep. Rate, Spot Type, Spot Size, Spot Angle, MFC1, MFC2, Cell Pressure, Fluence At Sample
2022-12-06 09:57:18.001,1,1,,Mali_9,45270,48295,,,,Off,0,Manual: B,20,0,0,0,0,
2022-12-06 09:57:18.001,,,,,45270,48295,,,0,Off,0,Manual: B,20,0,0,0,0,
2022-12-06 09:57:18.001,,,,,45270,48295,45270,48295,,Off,0,Manual: B,20,0,0,0,0,
2022-12-06 09:57:18.001,,,,,45270,48295,,,,On,4,Manual: B,20,0,0,0,0,
2022-12-06 09:57:33.015,,,,,45270,48295,,,,Off,0,Manual: B,20,0,0,0,0,
2022-12-06 09:57:56.628,2,1,,Mali_10,45300,48295,,,,Off,0,Manual: B,20,0,0,0,0,
2022-12-06 09:57:56.628,,,,,45300,48295,,,0,Off,0,Manual: B,20,0,0,0,0,
2022-12-06 09:57:56.628,,,,,45300,48295,45300,48295,,Off,0,Manual: B,20,0,0,0,0,
2022-12-06 09:57:56.628,,,,,45300,48295,,,,On,4,Manual: B,20,0,0,0,0,
2022-12-06 09:58:11.642,,,,,45300,48295,,,,Off,0,Manual: B,20,0,0,0,0,
2022-12-06 09:58:35.222,3,1,,Mali_11,45197,48319,,,,Off,0,Manual: B,20,0,0,0,0,
2022-12-06 09:58:35.222,,,,,45197,48319,,,0,Off,0,Manual: B,20,0,0,0,0,
2022-12-06 09:58:35.222,,,,,45197,48319,45197,48319,,Off,0,Manual: B,20,0,0,0,0,
2022-12-06 09:58:35.222,,,,,45197,48319,,,,On,4,Manual: B,20,0,0,0,0,
2022-12-06 09:58:50.236,,,,,45197,48319,,,,Off,0,Manual: B,20,0,0,0,0,
2022-12-06 09:59:13.997,4,1,,Mali_12,45227,48319,,,,Off,0,Manual: B,20,0,0,0,0,
2022-12-06 09:59:13.997,,,,,45227,48319,,,0,Off,0,Manual: B,20,0,0,0,0,
2022-12-06 09:59:13.997,,,,,45227,48319,45227,48319,,Off,0,Manual: B,20,0,0,0,0,
2022-12-06 09:59:13.997,,,,,45227,48319,,,,On,4,Manual: B,20,0,0,0,0,
2022-12-06 09:59:29.224,,,,,45227,48319,,,,Off,0,Manual: B,20,0,0,0,0,
2022-12-06 09:59:53.437,5,1,,91500_39,42321,49117,,,,Off,0,Manual: B,20,0,0,0,0,
2022-12-06 09:59:53.437,,,,,42321,49117,,,0,Off,0,Manual: B,20,0,0,0,0,
2022-12-06 09:59:53.437,,,,,42321,49117,42321,49117,,Off,0,Manual: B,20,0,0,0,0,
2022-12-06 09:59:53.437,,,,,42321,49117,,,,On,4,Manual: B,20,0,0,0,0,
2022-12-06 10:00:08.603,,,,,42321,49117,,,,Off,0,Manual: B,20,0,0,0,0,
2022-12-06 10:00:35.964,6,1,,NIST612_21,58641,31721,,,,Off,0,Manual: B,20,0,0,0,0,
2022-12-06 10:00:35.964,,,,,58641,31721,,,0,Off,0,Manual: B,20,0,0,0,0,
2022-12-06 10:00:35.964,,,,,58641,31721,58641,31721,,Off,0,Manual: B,20,0,0,0,0,
2022-12-06 10:00:35.964,,,,,58641,31721,,,,On,4,Manual: B,20,0,0,0,0,
2022-12-06 10:00:50.983,,,,,58641,31721,,,,Off,0,Manual: B,20,0,0,0,0,
2022-12-06 10:01:18.572,7,1,,AT22_FRAN_15_7_7_S_30,74937,14196,,,,Off,0,Manual: B,20,0,0,0,0,
2022-12-06 10:01:18.572,,,,,74937,14196,,,0,Off,0,Manual: B,20,0,0,0,0,
2022-12-06 10:01:18.572,,,,,74937,14196,74937,14196,,Off,0,Manual: B,20,0,0,0,0,
2022-12-06 10:01:18.572,,,,,74937,14196,,,,On,4,Manual: B,20,0,0,0,0,
2022-12-06 10:01:33.598,,,,,74937,14196,,,,Off,0,Manual: B,20,0,0,0,0,
2022-12-06 10:01:57.696,8,1,,AT22_FRAN_15_7_7_S_31,74888,14161,,,,Off,0,Manual: B,20,0,0,0,0,
2022-12-06 10:01:57.696,,,,,74888,14161,,,0,Off,0,Manual: B,20,0,0,0,0,
2022-12-06 10:01:57.696,,,,,74888,14161,74888,14161,,Off,0,Manual: B,20,0,0,0,0,
2022-12-06 10:01:57.696,,,,,74888,14161,,,,On,4,Manual: B,20,0,0,0,0,
2022-12-06 10:02:12.725,,,,,74888,14161,,,,Off,0,Manual: B,20,0,0,0,0,
2022-12-06 10:02:36.627,9,1,,AT22_FRAN_15_7_7_S_32,74844,14155,,,,Off,0,Manual: B,20,0,0,0,0,
