Timestamp, Sequence Number, SubPoint Number, Vertix Number, Comment, X, Y, Intended X, Intended Y, Scan Velocity, Laser State, Laser Rep. Rate, Spot Type, Spot Size, Spot Angle, MFC1, MFC2, Cell Pressure, Fluence At Sample
2022-12-05 18:12:11.605,1,1,,Mali_5,45279,48249,,,,Off,0,Manual: B,20,0,0,0,0,
2022-12-05 18:12:11.605,,,,,45279,48249,,,0,Off,0,Manual: B,20,0,0,0,0,
2022-12-05 18:12:11.605,,,,,45279,48249,45279,48249,,Off,0,Manual: B,20,0,0,0,0,
2022-12-05 18:12:11.605,,,,,45279,48249,,,,On,4,Manual: B,20,0,0,0,0,
2022-12-05 18:12:26.629,,,,,45279,48249,,,,Off,0,Manual: B,20,0,0,0,0,
2022-12-05 18:12:50.213,2,1,,Mali_6,45174,48276,,,,Off,0,Manual: B,20,0,0,0,0,
2022-12-05 18:12:50.213,,,,,45174,48276,,,0,Off,0,Manual: B,20,0,0,0,0,
2022-12-05 18:12:50.213,,,,,45174,48276,45174,48276,,Off,0,Manual: B,20,0,0,0,0,
2022-12-05 18:12:50.213,,,,,45174,48276,,,,On,4,Manual: B,20,0,0,0,0,
2022-12-05 18:13:05.245,,,,,45174,48276,,,,Off,0,Manual: B,20,0,0,0,0,
2022-12-05 18:13:29.099,3,1,,Mali_7,45203,48274,,,,Off,0,Manual: B,20,0,0,0,0,
2022-12-05 18:13:29.099,,,,,45203,48274,,,0,Off,0,Manual: B,20,0,0,0,0,
2022-12-05 18:13:29.099,,,,,45203,48274,45203,48274,,Off,0,Manual: B,20,0,0,0,0,
2022-12-05 18:13:29.099,,,,,45203,48274,,,,On,4,Manual: B,20,0,0,0,0,
2022-12-05 18:13:44.179,,,,,45203,48274,,,,Off,0,Manual: B,20,0,0,0,0,
2022-12-05 18:14:07.956,4,1,,Mali_8,45233,48274,,,,Off,0,Manual: B,20,0,0,0,0,
2022-12-05 18:14:07.956,,,,,45233,48274,,,0,Off,0,Manual: B,20,0,0,0,0,
2022-12-05 18:14:07.956,,,,,45233,48274,45233,48274,,Off,0,Manual: B,20,0,0,0,0,
2022-12-05 18:14:07.956,,,,,45233,48274,,,,On,4,Manual: B,20,0,0,0,0,
2022-12-05 18:14:22.980,,,,,45233,48274,,,,Off,0,Manual: B,20,0,0,0,0,
2022-12-05 18:14:47.528,5,1,,91500_20,42397,48968,,,,Off,0,Manual: B,20,0,0,0,0,
2022-12-05 18:14:47.528,,,,,42397,48968,,,0,Off,0,Manual: B,20,0,0,0,0,
2022-12-05 18:14:47.528,,,,,42397,48968,42397,48968,,Off,0,Manual: B,20,0,0,0,0,
2022-12-05 18:14:47.528,,,,,42397,48968,,,,On,4,Manual: B,20,0,0,0,0,
2022-12-05 18:15:02.615,,,,,42397,48968,,,,Off,0,Manual: B,20,0,0,0,0,
